,PBLH_24,PBLH_48,PBLH_avg_24,PBLH_avg_48,Raw,Filtered,Raw_mean,Filt_mean
2015-04-10 18:00:00,1530.891,1394.233,1485.285,1372.062,2280.000,2280.000,2296.429,2296.429
2015-04-10 19:00:00,1931.756,1895.738,1892.372,1832.789,2320.000,2320.000,2279.286,2279.286
2015-04-10 20:00:00,2296.534,2221.016,2239.678,2165.312,2590.000,2590.000,2611.429,2611.429
2015-04-10 21:00:00,2674.552,2520.773,2575.624,2387.476,2955.000,2955.000,2791.429,2791.429
2015-04-10 22:00:00,2736.036,2016.226,2735.191,1975.504,2650.000,2650.000,2614.286,2614.286
2015-04-10 23:00:00,3003.725,1640.149,2674.375,1515.568,1850.000,,2436.429,
2015-04-11 00:00:00,0.000,867.419,0.000,726.229,1840.000,,2080.714,
2015-04-11 01:00:00,689.403,405.823,872.656,417.902,2075.000,2075.000,2255.000,
2015-04-11 02:00:00,215.325,391.083,330.839,362.856,2130.000,,2188.571,
2015-04-11 03:00:00,356.467,355.273,408.798,384.445,1850.000,,1852.857,
2015-04-11 04:00:00,359.822,442.183,373.605,403.986,2240.000,,2070.714,
2015-04-11 05:00:00,479.647,286.738,367.451,292.860,1880.000,,1832.857,
2015-04-11 06:00:00,351.643,152.807,290.436,150.304,1850.000,,1815.714,
2015-04-11 07:00:00,305.061,89.861,311.382,91.879,2020.000,,1571.429,
2015-04-11 08:00:00,325.214,59.554,321.290,101.760,1145.000,,798.571,
2015-04-11 09:00:00,257.641,74.863,297.484,94.658,580.000,,520.000,
2015-04-11 10:00:00,211.361,47.441,197.334,73.859,670.000,670.000,702.857,702.857
2015-04-11 11:00:00,221.611,70.287,217.144,67.189,840.000,840.000,837.143,
2015-04-11 12:00:00,270.192,19.616,226.813,68.927,920.000,,892.857,
2015-04-11 13:00:00,280.613,26.962,258.120,45.717,900.000,,908.571,
2015-04-11 14:00:00,437.729,371.175,370.293,379.320,640.000,,896.429,
2015-04-11 15:00:00,482.151,607.242,476.194,615.994,1230.000,,1217.143,
2015-04-11 16:00:00,600.522,887.272,584.187,908.859,1270.000,,1268.571,
2015-04-11 17:00:00,897.852,1305.654,890.794,1304.561,1360.000,,1334.286,
2015-04-11 18:00:00,1455.833,1616.007,1394.982,1605.643,1440.000,,1428.571,
2015-04-11 19:00:00,2032.118,1983.613,1798.621,1830.692,1460.000,1460.000,1500.000,1500.000
2015-04-11 20:00:00,1306.693,1727.066,1885.218,1814.950,1600.000,1600.000,1798.571,1798.571
2015-04-11 21:00:00,1812.295,1829.775,1740.584,1806.503,1710.000,1710.000,1850.000,1850.000
2015-04-11 22:00:00,714.651,1596.937,1007.164,1548.543,2405.000,2405.000,2080.714,2080.714
2015-04-11 23:00:00,593.109,2128.194,667.005,1892.101,2500.000,2500.000,2528.571,2528.571
2015-04-12 00:00:00,0.000,1454.522,0.000,1341.751,1590.000,1590.000,2094.286,2094.286
2015-04-12 01:00:00,538.417,878.791,565.793,775.901,2990.000,2990.000,2934.286,2934.286
2015-04-12 02:00:00,286.493,405.170,285.019,404.135,2760.000,2760.000,2740.000,2740.000
2015-04-12 03:00:00,124.722,131.307,177.026,176.284,2640.000,,2621.429,
2015-04-12 04:00:00,157.668,57.253,113.381,101.504,1050.000,1050.000,1419.286,1419.286
2015-04-12 05:00:00,19.829,43.154,71.522,73.946,1500.000,1500.000,1630.000,1630.000
2015-04-12 06:00:00,61.636,42.412,95.973,69.379,1740.000,1740.000,1672.857,1672.857
